GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size),Actions(MCTS-Advanced),Actions(Player-1),Actions(RuleBased),Actions(Actions Played Description),Actions(Player-0),Actions(Size-MCTS-Advanced),Actions(Size-RuleBased),Actions(Action Space Size),Actions(Actions Played),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),FloorPenalties(PlayerName-0),FloorPenalties(Player-1),FloorPenalties(Player-0),FloorPenalties(PlayerName-1)
1938135004,Azul,1,ACTION_CHOSEN,0,0,2,176,117,,,games.azul.actions.TakeTilesAction@592dbf42,Player 0 takes WHITE tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@592dbf42,,96,96,games.azul.actions.TakeTilesAction@592dbf42,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,1,1,2,176,115,games.azul.actions.TakeTilesAction@2fcfdbc4,games.azul.actions.TakeTilesAction@2fcfdbc4,,Player 1 takes RED tiles from factory 0 to pattern line 4,,90,,90,games.azul.actions.TakeTilesAction@2fcfdbc4,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,2,2,2,176,113,,,games.azul.actions.TakeTilesAction@2fcf722c,Player 0 takes RED tiles from factory 3 to pattern line 0,games.azul.actions.TakeTilesAction@2fcf722c,,70,70,games.azul.actions.TakeTilesAction@2fcf722c,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,3,3,2,176,112,games.azul.actions.TakeTilesAction@327c7ae7,games.azul.actions.TakeTilesAction@327c7ae7,,Player 1 takes BLUE tiles from factory 2 to pattern line 3,,58,,58,games.azul.actions.TakeTilesAction@327c7ae7,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,4,4,2,176,110,,,games.azul.actions.TakeTilesAction@592dac9c,Player 0 takes WHITE tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@592dac9c,,32,32,games.azul.actions.TakeTilesAction@592dac9c,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,5,5,2,176,106,games.azul.actions.TakeTilesAction@2fcfd803,games.azul.actions.TakeTilesAction@2fcfd803,,Player 1 takes RED tiles from center to pattern line 4,,32,,32,games.azul.actions.TakeTilesAction@2fcfd803,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,6,6,2,176,104,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,,18,18,games.azul.actions.TakeTilesAction@6612a039,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,7,7,2,176,102,games.azul.actions.TakeTilesAction@327c7726,games.azul.actions.TakeTilesAction@327c7726,,Player 1 takes BLUE tiles from factory 1 to pattern line 3,,23,,23,games.azul.actions.TakeTilesAction@327c7726,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,8,8,2,176,100,,,games.azul.actions.TakeTilesAction@2fcf6385,Player 0 takes RED tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@2fcf6385,,8,8,games.azul.actions.TakeTilesAction@2fcf6385,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,9,9,2,176,99,games.azul.actions.TakeTilesAction@257016b0,games.azul.actions.TakeTilesAction@257016b0,,Player 1 takes YELLOW tiles from center to pattern line 0,,12,,12,games.azul.actions.TakeTilesAction@257016b0,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,10,10,2,176,98,,,games.azul.actions.TakeTilesAction@592dac3f,Player 0 takes WHITE tiles from center to floor line,games.azul.actions.TakeTilesAction@592dac3f,,2,2,games.azul.actions.TakeTilesAction@592dac3f,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,1,ACTION_CHOSEN,11,11,2,176,98,games.azul.actions.TakeTilesAction@327c6f85,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLUE tiles from center to pattern line 2,,3,,3,games.azul.actions.TakeTilesAction@327c6f85,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,12,11,2,176,109,games.azul.actions.TakeTilesAction@2fcfe346,games.azul.actions.TakeTilesAction@2fcfe346,,Player 1 takes RED tiles from factory 2 to pattern line 4,,58,,58,games.azul.actions.TakeTilesAction@2fcfe346,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,13,12,2,176,108,,,games.azul.actions.TakeTilesAction@327bfec8,Player 0 takes BLUE tiles from factory 0 to pattern line 1,games.azul.actions.TakeTilesAction@327bfec8,,51,51,games.azul.actions.TakeTilesAction@327bfec8,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,14,13,2,176,106,games.azul.actions.TakeTilesAction@661326c2,games.azul.actions.TakeTilesAction@661326c2,,Player 1 takes BLACK tiles from factory 4 to floor line,,48,,48,games.azul.actions.TakeTilesAction@661326c2,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,15,14,2,176,106,,,games.azul.actions.TakeTilesAction@256fb155,Player 0 takes YELLOW tiles from factory 3 to pattern line 0,games.azul.actions.TakeTilesAction@256fb155,,29,29,games.azul.actions.TakeTilesAction@256fb155,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,16,15,2,176,105,games.azul.actions.TakeTilesAction@25701e51,games.azul.actions.TakeTilesAction@25701e51,,Player 1 takes YELLOW tiles from factory 1 to pattern line 1,,26,,26,games.azul.actions.TakeTilesAction@25701e51,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,17,16,2,176,103,,,games.azul.actions.TakeTilesAction@256fa28f,Player 0 takes YELLOW tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@256fa28f,,11,11,games.azul.actions.TakeTilesAction@256fa28f,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,18,17,2,176,99,games.azul.actions.TakeTilesAction@592e211a,games.azul.actions.TakeTilesAction@592e211a,,Player 1 takes WHITE tiles from center to pattern line 3,,12,,12,games.azul.actions.TakeTilesAction@592e211a,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,19,18,2,176,95,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,,5,5,games.azul.actions.TakeTilesAction@6612a039,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,20,19,2,176,93,games.azul.actions.TakeTilesAction@2fcfd787,games.azul.actions.TakeTilesAction@2fcfd787,,Player 1 takes RED tiles from center to pattern line 0,,5,,5,games.azul.actions.TakeTilesAction@2fcfd787,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,2,ACTION_CHOSEN,21,20,2,176,92,,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLUE tiles from center to floor line,games.azul.actions.TakeTilesAction@327bfac9,,1,1,games.azul.actions.TakeTilesAction@327bfac9,1.0,RuleBased,2.0,1.5,1.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,22,20,2,176,111,,,games.azul.actions.TakeTilesAction@256fb535,Player 0 takes YELLOW tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@256fb535,,53,53,games.azul.actions.TakeTilesAction@256fb535,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,23,21,2,176,109,games.azul.actions.TakeTilesAction@6613237d,games.azul.actions.TakeTilesAction@6613237d,,Player 1 takes BLACK tiles from factory 3 to pattern line 3,,62,,62,games.azul.actions.TakeTilesAction@6613237d,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,24,22,2,176,108,,,games.azul.actions.TakeTilesAction@327c026a,Player 0 takes BLUE tiles from factory 1 to pattern line 0,games.azul.actions.TakeTilesAction@327c026a,,36,36,games.azul.actions.TakeTilesAction@327c026a,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,25,23,2,176,107,games.azul.actions.TakeTilesAction@661317dd,games.azul.actions.TakeTilesAction@661317dd,,Player 1 takes BLACK tiles from factory 0 to pattern line 0,,38,,38,games.azul.actions.TakeTilesAction@661317dd,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,26,24,2,176,106,,,games.azul.actions.TakeTilesAction@327c0669,Player 0 takes BLUE tiles from factory 2 to pattern line 2,games.azul.actions.TakeTilesAction@327c0669,,16,16,games.azul.actions.TakeTilesAction@327c0669,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,27,25,2,176,104,games.azul.actions.TakeTilesAction@592e2139,games.azul.actions.TakeTilesAction@592e2139,,Player 1 takes WHITE tiles from center to pattern line 4,,15,,15,games.azul.actions.TakeTilesAction@592e2139,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,28,26,2,176,99,,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLUE tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,,7,7,games.azul.actions.TakeTilesAction@327bfb26,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,29,27,2,176,98,games.azul.actions.TakeTilesAction@2fcfd7a6,games.azul.actions.TakeTilesAction@2fcfd7a6,,Player 1 takes RED tiles from center to pattern line 1,,6,,6,games.azul.actions.TakeTilesAction@2fcfd7a6,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,30,28,2,176,96,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,,3,3,games.azul.actions.TakeTilesAction@6612a039,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,3,ACTION_CHOSEN,31,29,2,176,95,games.azul.actions.TakeTilesAction@25701691,games.azul.actions.TakeTilesAction@25701691,,Player 1 takes YELLOW tiles from center to floor line,,1,,1,games.azul.actions.TakeTilesAction@25701691,1.0,RuleBased,5.0,5.5,6.0,MCTS-Advanced,RuleBased,6,6,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,32,29,2,176,110,games.azul.actions.TakeTilesAction@2fcfdeea,games.azul.actions.TakeTilesAction@2fcfdeea,,Player 1 takes RED tiles from factory 1 to floor line,,34,,34,games.azul.actions.TakeTilesAction@2fcfdeea,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,33,30,2,176,110,,,games.azul.actions.TakeTilesAction@2fcf6727,Player 0 takes RED tiles from factory 0 to pattern line 2,games.azul.actions.TakeTilesAction@2fcf6727,,44,44,games.azul.actions.TakeTilesAction@2fcf6727,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,34,31,2,176,107,games.azul.actions.TakeTilesAction@66132700,games.azul.actions.TakeTilesAction@66132700,,Player 1 takes BLACK tiles from factory 4 to pattern line 1,,29,,29,games.azul.actions.TakeTilesAction@66132700,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,35,32,2,176,106,,,games.azul.actions.TakeTilesAction@6612ab00,Player 0 takes BLACK tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@6612ab00,,27,27,games.azul.actions.TakeTilesAction@6612ab00,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,36,33,2,176,105,games.azul.actions.TakeTilesAction@327c7e89,games.azul.actions.TakeTilesAction@327c7e89,,Player 1 takes BLUE tiles from factory 3 to pattern line 2,,15,,15,games.azul.actions.TakeTilesAction@327c7e89,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,37,34,2,176,103,,,games.azul.actions.TakeTilesAction@2fcf6347,Player 0 takes RED tiles from center to pattern line 1,games.azul.actions.TakeTilesAction@2fcf6347,,12,12,games.azul.actions.TakeTilesAction@2fcf6347,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,38,35,2,176,100,games.azul.actions.TakeTilesAction@66131479,games.azul.actions.TakeTilesAction@66131479,,Player 1 takes BLACK tiles from center to pattern line 3,,9,,9,games.azul.actions.TakeTilesAction@66131479,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,39,36,2,176,97,,,games.azul.actions.TakeTilesAction@256fa2cd,Player 0 takes YELLOW tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@256fa2cd,,6,6,games.azul.actions.TakeTilesAction@256fa2cd,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,40,37,2,176,94,games.azul.actions.TakeTilesAction@592e20bd,games.azul.actions.TakeTilesAction@592e20bd,,Player 1 takes WHITE tiles from center to pattern line 0,,5,,5,games.azul.actions.TakeTilesAction@592e20bd,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,4,ACTION_CHOSEN,41,38,2,176,93,,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLUE tiles from center to floor line,games.azul.actions.TakeTilesAction@327bfac9,,1,1,games.azul.actions.TakeTilesAction@327bfac9,16.0,RuleBased,3.0,11.0,19.0,MCTS-Advanced,RuleBased,8,10,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,42,38,2,176,108,,,games.azul.actions.TakeTilesAction@6612b2a1,Player 0 takes BLACK tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@6612b2a1,,29,29,games.azul.actions.TakeTilesAction@6612b2a1,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,43,39,2,176,106,games.azul.actions.TakeTilesAction@6613233f,games.azul.actions.TakeTilesAction@6613233f,,Player 1 takes BLACK tiles from factory 3 to pattern line 1,,36,,36,games.azul.actions.TakeTilesAction@6613233f,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,44,40,2,176,105,,,games.azul.actions.TakeTilesAction@592db01f,Player 0 takes WHITE tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@592db01f,,19,19,games.azul.actions.TakeTilesAction@592db01f,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,45,41,2,176,104,games.azul.actions.TakeTilesAction@257016ee,games.azul.actions.TakeTilesAction@257016ee,,Player 1 takes YELLOW tiles from center to pattern line 2,,23,,23,games.azul.actions.TakeTilesAction@257016ee,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,46,42,2,176,100,,,games.azul.actions.TakeTilesAction@256fae10,Player 0 takes YELLOW tiles from factory 2 to pattern line 4,games.azul.actions.TakeTilesAction@256fae10,,13,13,games.azul.actions.TakeTilesAction@256fae10,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,47,43,2,176,98,games.azul.actions.TakeTilesAction@327c76c9,games.azul.actions.TakeTilesAction@327c76c9,,Player 1 takes BLUE tiles from factory 1 to pattern line 0,,10,,10,games.azul.actions.TakeTilesAction@327c76c9,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,48,44,2,176,97,,,games.azul.actions.TakeTilesAction@66129ffb,Player 0 takes BLACK tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@66129ffb,,6,6,games.azul.actions.TakeTilesAction@66129ffb,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,49,45,2,176,94,games.azul.actions.TakeTilesAction@592e2139,games.azul.actions.TakeTilesAction@592e2139,,Player 1 takes WHITE tiles from center to pattern line 4,,5,,5,games.azul.actions.TakeTilesAction@592e2139,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,50,46,2,176,93,,,games.azul.actions.TakeTilesAction@2fcf6385,Player 0 takes RED tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@2fcf6385,,3,3,games.azul.actions.TakeTilesAction@2fcf6385,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1938135004,Azul,5,ACTION_CHOSEN,51,47,2,176,90,games.azul.actions.TakeTilesAction@327c6f28,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLUE tiles from center to floor line,,1,,1,games.azul.actions.TakeTilesAction@327c6f28,13.0,RuleBased,14.0,20.5,27.0,MCTS-Advanced,RuleBased,11,13,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,0,0,2,177,117,,,games.azul.actions.TakeTilesAction@2fcf760c,Player 0 takes RED tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@2fcf760c,,102,102,games.azul.actions.TakeTilesAction@2fcf760c,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,1,1,2,177,115,games.azul.actions.TakeTilesAction@6613181b,games.azul.actions.TakeTilesAction@6613181b,,Player 1 takes BLACK tiles from factory 0 to pattern line 2,,96,,96,games.azul.actions.TakeTilesAction@6613181b,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,2,2,2,177,114,,,games.azul.actions.TakeTilesAction@6612aec1,Player 0 takes BLACK tiles from factory 3 to pattern line 0,games.azul.actions.TakeTilesAction@6612aec1,,75,75,games.azul.actions.TakeTilesAction@6612aec1,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,3,3,2,177,113,games.azul.actions.TakeTilesAction@2fcfdf09,games.azul.actions.TakeTilesAction@2fcfdf09,,Player 1 takes RED tiles from factory 1 to pattern line 0,,63,,63,games.azul.actions.TakeTilesAction@2fcfdf09,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,4,4,2,177,112,,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLUE tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,,32,32,games.azul.actions.TakeTilesAction@327bfb26,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,5,5,2,177,108,games.azul.actions.TakeTilesAction@6613145a,games.azul.actions.TakeTilesAction@6613145a,,Player 1 takes BLACK tiles from center to pattern line 2,,30,,30,games.azul.actions.TakeTilesAction@6613145a,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,6,6,2,177,106,,,games.azul.actions.TakeTilesAction@2fcf6385,Player 0 takes RED tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@2fcf6385,,18,18,games.azul.actions.TakeTilesAction@2fcf6385,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,7,7,2,177,103,games.azul.actions.TakeTilesAction@257021d4,games.azul.actions.TakeTilesAction@257021d4,,Player 1 takes YELLOW tiles from factory 2 to floor line,,20,,20,games.azul.actions.TakeTilesAction@257021d4,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,8,8,2,177,103,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,,8,8,games.azul.actions.TakeTilesAction@6612a039,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,9,9,2,177,101,games.azul.actions.TakeTilesAction@2570172c,games.azul.actions.TakeTilesAction@2570172c,,Player 1 takes YELLOW tiles from center to pattern line 4,,12,,12,games.azul.actions.TakeTilesAction@2570172c,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,10,10,2,177,99,,,games.azul.actions.TakeTilesAction@592dac3f,Player 0 takes WHITE tiles from center to floor line,games.azul.actions.TakeTilesAction@592dac3f,,2,2,games.azul.actions.TakeTilesAction@592dac3f,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,1,ACTION_CHOSEN,11,11,2,177,99,games.azul.actions.TakeTilesAction@327c6f28,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLUE tiles from center to floor line,,3,,3,games.azul.actions.TakeTilesAction@327c6f28,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,12,11,2,177,110,games.azul.actions.TakeTilesAction@2fcfdba5,games.azul.actions.TakeTilesAction@2fcfdba5,,Player 1 takes RED tiles from factory 0 to pattern line 3,,76,,76,games.azul.actions.TakeTilesAction@2fcfdba5,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,13,12,2,177,109,,,games.azul.actions.TakeTilesAction@2fcf6e6b,Player 0 takes RED tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@2fcf6e6b,,56,56,games.azul.actions.TakeTilesAction@2fcf6e6b,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,14,13,2,177,108,games.azul.actions.TakeTilesAction@2fcfdf47,games.azul.actions.TakeTilesAction@2fcfdf47,,Player 1 takes RED tiles from factory 1 to pattern line 2,,52,,52,games.azul.actions.TakeTilesAction@2fcfdf47,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,15,14,2,177,106,,,games.azul.actions.TakeTilesAction@66129fdc,Player 0 takes BLACK tiles from center to pattern line 1,games.azul.actions.TakeTilesAction@66129fdc,,30,30,games.azul.actions.TakeTilesAction@66129fdc,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,16,15,2,177,103,games.azul.actions.TakeTilesAction@592e20bd,games.azul.actions.TakeTilesAction@592e20bd,,Player 1 takes WHITE tiles from center to pattern line 0,,30,,30,games.azul.actions.TakeTilesAction@592e20bd,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,17,16,2,177,102,,,games.azul.actions.TakeTilesAction@2fcf7289,Player 0 takes RED tiles from factory 3 to pattern line 3,games.azul.actions.TakeTilesAction@2fcf7289,,16,16,games.azul.actions.TakeTilesAction@2fcf7289,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,18,17,2,177,101,games.azul.actions.TakeTilesAction@6613143b,games.azul.actions.TakeTilesAction@6613143b,,Player 1 takes BLACK tiles from center to pattern line 1,,16,,16,games.azul.actions.TakeTilesAction@6613143b,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,19,18,2,177,99,,,games.azul.actions.TakeTilesAction@256fb554,Player 0 takes YELLOW tiles from factory 4 to pattern line 2,games.azul.actions.TakeTilesAction@256fb554,,10,10,games.azul.actions.TakeTilesAction@256fb554,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
1583910553,Azul,2,ACTION_CHOSEN,20,19,2,177,98,games.azul.actions.TakeTilesAction@592e209e,games.azul.actions.TakeTilesAction@592e209e,,Player 1 takes WHITE tiles from center to floor line,,4,,4,games.azul.actions.TakeTilesAction@592e209e,2.0,RuleBased,0.0,1.0,2.0,MCTS-Advanced,RuleBased,2,3,MCTS-Advanced
