GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size),Actions(Player-1),Actions(RuleBased),Actions(Actions Played Description),Actions(Player-0),Actions(Size-OSLA),Actions(Size-RuleBased),Actions(OSLA),Actions(Action Space Size),Actions(Actions Played),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),FloorPenalties(PlayerName-0),FloorPenalties(Player-1),FloorPenalties(Player-0),FloorPenalties(PlayerName-1)
1639144584,Azul,0,ACTION_CHOSEN,23,0,2,72,75,,games.azul.actions.TakeTilesAction@21ae7ce7,Player 0 takes RED tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@21ae7ce7,,1,,1,games.azul.actions.TakeTilesAction@21ae7ce7,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
1639144584,Azul,0,ACTION_CHOSEN,24,0,2,72,75,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
1639144584,Azul,0,ACTION_CHOSEN,25,0,2,72,92,,games.azul.actions.TakeTilesAction@290d59e,Player 0 takes BLUE tiles from factory 1 to pattern line 2,games.azul.actions.TakeTilesAction@290d59e,,50,,50,games.azul.actions.TakeTilesAction@290d59e,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,26,0,2,72,89,games.azul.actions.TakeTilesAction@77fed331,,Player 1 takes WHITE tiles from factory 3 to pattern line 3,,58,,games.azul.actions.TakeTilesAction@77fed331,58,games.azul.actions.TakeTilesAction@77fed331,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,27,0,2,72,88,,games.azul.actions.TakeTilesAction@290d921,Player 0 takes BLUE tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@290d921,,32,,32,games.azul.actions.TakeTilesAction@290d921,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,28,0,2,72,87,games.azul.actions.TakeTilesAction@327c7346,,Player 1 takes BLACK tiles from factory 0 to pattern line 2,,37,,games.azul.actions.TakeTilesAction@327c7346,37,games.azul.actions.TakeTilesAction@327c7346,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,29,0,2,72,86,,games.azul.actions.TakeTilesAction@77fe4fed,Player 0 takes WHITE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@77fe4fed,,15,,15,games.azul.actions.TakeTilesAction@77fe4fed,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,30,0,2,72,83,games.azul.actions.TakeTilesAction@291423d,,Player 1 takes BLUE tiles from centre pool to pattern line 0,,21,,games.azul.actions.TakeTilesAction@291423d,21,games.azul.actions.TakeTilesAction@291423d,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,31,0,2,72,82,,games.azul.actions.TakeTilesAction@327c0dcc,Player 0 takes BLACK tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@327c0dcc,,9,,9,games.azul.actions.TakeTilesAction@327c0dcc,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,32,0,2,72,80,games.azul.actions.TakeTilesAction@77fec3ef,,Player 1 takes WHITE tiles from centre pool to pattern line 1,,10,,games.azul.actions.TakeTilesAction@77fec3ef,10,games.azul.actions.TakeTilesAction@77fec3ef,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,33,0,2,72,79,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLACK tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@327bfac9,,3,,3,games.azul.actions.TakeTilesAction@327bfac9,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,34,0,2,72,79,games.azul.actions.TakeTilesAction@149f59e,,Player 1 takes YELLOW tiles from centre pool to pattern line 4,,3,,games.azul.actions.TakeTilesAction@149f59e,3,games.azul.actions.TakeTilesAction@149f59e,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,35,0,2,72,77,,games.azul.actions.TakeTilesAction@21ae7ce7,Player 0 takes RED tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@21ae7ce7,,1,,1,games.azul.actions.TakeTilesAction@21ae7ce7,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,36,0,2,72,77,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,2.0,RuleBased,2.0,1.0,0.0,OSLA,RuleBased,5,7,OSLA
1639144584,Azul,0,ACTION_CHOSEN,37,0,2,72,90,,games.azul.actions.TakeTilesAction@290e0c2,Player 0 takes BLUE tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@290e0c2,,44,,44,games.azul.actions.TakeTilesAction@290e0c2,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,38,0,2,72,88,games.azul.actions.TakeTilesAction@77fecb71,,Player 1 takes WHITE tiles from factory 1 to pattern line 1,,25,,games.azul.actions.TakeTilesAction@77fecb71,25,games.azul.actions.TakeTilesAction@77fecb71,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,39,0,2,72,87,,games.azul.actions.TakeTilesAction@327bfee7,Player 0 takes BLACK tiles from factory 0 to pattern line 2,games.azul.actions.TakeTilesAction@327bfee7,,33,,33,games.azul.actions.TakeTilesAction@327bfee7,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,40,0,2,72,84,games.azul.actions.TakeTilesAction@14a00e1,,Player 1 takes YELLOW tiles from factory 2 to pattern line 4,,18,,games.azul.actions.TakeTilesAction@14a00e1,18,games.azul.actions.TakeTilesAction@14a00e1,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,41,0,2,72,83,,games.azul.actions.TakeTilesAction@77fe4f71,Player 0 takes WHITE tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@77fe4f71,,20,,20,games.azul.actions.TakeTilesAction@77fe4f71,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,42,0,2,72,81,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLACK tiles from centre pool to pattern line 2,,11,,games.azul.actions.TakeTilesAction@327c6f85,11,games.azul.actions.TakeTilesAction@327c6f85,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,43,0,2,72,80,,games.azul.actions.TakeTilesAction@290ce5a,Player 0 takes BLUE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@290ce5a,,14,,14,games.azul.actions.TakeTilesAction@290ce5a,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,44,0,2,72,76,games.azul.actions.TakeTilesAction@327c7e89,,Player 1 takes BLACK tiles from factory 3 to pattern line 2,,8,,games.azul.actions.TakeTilesAction@327c7e89,8,games.azul.actions.TakeTilesAction@327c7e89,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,45,0,2,72,75,,games.azul.actions.TakeTilesAction@290ce5a,Player 0 takes BLUE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@290ce5a,,5,,5,games.azul.actions.TakeTilesAction@290ce5a,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,46,0,2,72,74,games.azul.actions.TakeTilesAction@149f522,,Player 1 takes YELLOW tiles from centre pool to pattern line 0,,4,,games.azul.actions.TakeTilesAction@149f522,4,games.azul.actions.TakeTilesAction@149f522,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,47,0,2,72,73,,games.azul.actions.TakeTilesAction@21ae7ce7,Player 0 takes RED tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@21ae7ce7,,1,,1,games.azul.actions.TakeTilesAction@21ae7ce7,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,48,0,2,72,73,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,3.0,RuleBased,3.0,1.5,0.0,OSLA,RuleBased,6,11,OSLA
1639144584,Azul,0,ACTION_CHOSEN,49,0,2,72,91,,games.azul.actions.TakeTilesAction@327c09ec,Player 0 takes BLACK tiles from factory 3 to pattern line 0,games.azul.actions.TakeTilesAction@327c09ec,,29,,29,games.azul.actions.TakeTilesAction@327c09ec,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,50,0,2,72,90,games.azul.actions.TakeTilesAction@14a0806,,Player 1 takes YELLOW tiles from factory 4 to pattern line 1,,41,,games.azul.actions.TakeTilesAction@14a0806,41,games.azul.actions.TakeTilesAction@14a0806,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,51,0,2,72,89,,games.azul.actions.TakeTilesAction@290d97e,Player 0 takes BLUE tiles from factory 2 to pattern line 3,games.azul.actions.TakeTilesAction@290d97e,,22,,22,games.azul.actions.TakeTilesAction@290d97e,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,52,0,2,72,87,games.azul.actions.TakeTilesAction@77fec791,,Player 1 takes WHITE tiles from factory 0 to pattern line 0,,27,,games.azul.actions.TakeTilesAction@77fec791,27,games.azul.actions.TakeTilesAction@77fec791,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,53,0,2,72,86,,games.azul.actions.TakeTilesAction@290d5bd,Player 0 takes BLUE tiles from factory 1 to pattern line 3,games.azul.actions.TakeTilesAction@290d5bd,,16,,16,games.azul.actions.TakeTilesAction@290d5bd,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,54,0,2,72,85,games.azul.actions.TakeTilesAction@291427b,,Player 1 takes BLUE tiles from centre pool to pattern line 2,,11,,games.azul.actions.TakeTilesAction@291427b,11,games.azul.actions.TakeTilesAction@291427b,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,55,0,2,72,83,,games.azul.actions.TakeTilesAction@21ae7d44,Player 0 takes RED tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@21ae7d44,,9,,9,games.azul.actions.TakeTilesAction@21ae7d44,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,56,0,2,72,82,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLACK tiles from centre pool to floor line,,6,,games.azul.actions.TakeTilesAction@327c6f28,6,games.azul.actions.TakeTilesAction@327c6f28,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,57,0,2,72,82,,games.azul.actions.TakeTilesAction@149813f,Player 0 takes YELLOW tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@149813f,,3,,3,games.azul.actions.TakeTilesAction@149813f,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,58,0,2,72,78,games.azul.actions.TakeTilesAction@77fec42d,,Player 1 takes WHITE tiles from centre pool to pattern line 3,,2,,games.azul.actions.TakeTilesAction@77fec42d,2,games.azul.actions.TakeTilesAction@77fec42d,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1639144584,Azul,0,ACTION_CHOSEN,59,0,2,72,75,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,1.0,RuleBased,11.0,10.5,10.0,OSLA,RuleBased,9,15,OSLA
1184328952,Azul,0,ACTION_CHOSEN,0,0,2,73,117,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,1,0,2,73,97,games.azul.actions.TakeTilesAction@291519e,,Player 1 takes BLUE tiles from factory 3 to pattern line 3,,96,,games.azul.actions.TakeTilesAction@291519e,96,games.azul.actions.TakeTilesAction@291519e,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,2,0,2,73,95,,games.azul.actions.TakeTilesAction@14993a7,Player 0 takes YELLOW tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@14993a7,,90,,90,games.azul.actions.TakeTilesAction@14993a7,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,3,0,2,73,93,games.azul.actions.TakeTilesAction@2914ddd,,Player 1 takes BLUE tiles from factory 2 to pattern line 3,,72,,games.azul.actions.TakeTilesAction@2914ddd,72,games.azul.actions.TakeTilesAction@2914ddd,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,4,0,2,73,92,,games.azul.actions.TakeTilesAction@327bfae8,Player 0 takes BLACK tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@327bfae8,,60,,60,games.azul.actions.TakeTilesAction@327bfae8,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,5,0,2,73,90,games.azul.actions.TakeTilesAction@21aef5a2,,Player 1 takes RED tiles from factory 0 to pattern line 4,,56,,games.azul.actions.TakeTilesAction@21aef5a2,56,games.azul.actions.TakeTilesAction@21aef5a2,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,6,0,2,73,89,,games.azul.actions.TakeTilesAction@1498101,Player 0 takes YELLOW tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@1498101,,32,,32,games.azul.actions.TakeTilesAction@1498101,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,7,0,2,73,86,games.azul.actions.TakeTilesAction@291425c,,Player 1 takes BLUE tiles from centre pool to pattern line 1,,31,,games.azul.actions.TakeTilesAction@291425c,31,games.azul.actions.TakeTilesAction@291425c,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,8,0,2,73,85,,games.azul.actions.TakeTilesAction@77fe576f,Player 0 takes WHITE tiles from factory 1 to pattern line 4,games.azul.actions.TakeTilesAction@77fe576f,,18,,18,games.azul.actions.TakeTilesAction@77fe576f,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,9,0,2,73,83,games.azul.actions.TakeTilesAction@77fec40e,,Player 1 takes WHITE tiles from centre pool to pattern line 2,,13,,games.azul.actions.TakeTilesAction@77fec40e,13,games.azul.actions.TakeTilesAction@77fec40e,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,10,0,2,73,81,,games.azul.actions.TakeTilesAction@21ae7d63,Player 0 takes RED tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@21ae7d63,,6,,6,games.azul.actions.TakeTilesAction@21ae7d63,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,11,0,2,73,78,games.azul.actions.TakeTilesAction@149f522,,Player 1 takes YELLOW tiles from centre pool to pattern line 0,,4,,games.azul.actions.TakeTilesAction@149f522,4,games.azul.actions.TakeTilesAction@149f522,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,12,0,2,73,77,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLACK tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@327bfac9,,1,,1,games.azul.actions.TakeTilesAction@327bfac9,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,13,0,2,73,77,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
1184328952,Azul,0,ACTION_CHOSEN,14,0,2,73,85,,games.azul.actions.TakeTilesAction@21ae80c7,Player 0 takes RED tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@21ae80c7,,61,,61,games.azul.actions.TakeTilesAction@21ae80c7,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,15,0,2,73,84,games.azul.actions.TakeTilesAction@2914a1c,,Player 1 takes BLUE tiles from factory 1 to pattern line 3,,41,,games.azul.actions.TakeTilesAction@2914a1c,41,games.azul.actions.TakeTilesAction@2914a1c,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,16,0,2,73,83,,games.azul.actions.TakeTilesAction@290d940,Player 0 takes BLUE tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@290d940,,35,,35,games.azul.actions.TakeTilesAction@290d940,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,17,0,2,73,81,games.azul.actions.TakeTilesAction@2915160,,Player 1 takes BLUE tiles from factory 3 to pattern line 1,,26,,games.azul.actions.TakeTilesAction@2915160,26,games.azul.actions.TakeTilesAction@2915160,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,18,0,2,73,80,,games.azul.actions.TakeTilesAction@77fe4fed,Player 0 takes WHITE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@77fe4fed,,17,,17,games.azul.actions.TakeTilesAction@77fe4fed,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,19,0,2,73,76,games.azul.actions.TakeTilesAction@21af04a6,,Player 1 takes RED tiles from factory 4 to pattern line 4,,14,,games.azul.actions.TakeTilesAction@21af04a6,14,games.azul.actions.TakeTilesAction@21af04a6,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,20,0,2,73,75,,games.azul.actions.TakeTilesAction@290ce1c,Player 0 takes BLUE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@290ce1c,,8,,8,games.azul.actions.TakeTilesAction@290ce1c,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,21,0,2,73,72,games.azul.actions.TakeTilesAction@21aef1e1,,Player 1 takes RED tiles from centre pool to pattern line 4,,6,,games.azul.actions.TakeTilesAction@21aef1e1,6,games.azul.actions.TakeTilesAction@21aef1e1,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,22,0,2,73,70,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLACK tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@327bfac9,,2,,2,games.azul.actions.TakeTilesAction@327bfac9,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,23,0,2,73,70,games.azul.actions.TakeTilesAction@149f503,,Player 1 takes YELLOW tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@149f503,1,games.azul.actions.TakeTilesAction@149f503,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,24,0,2,73,70,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,0.0,RuleBased,1.0,1.0,1.0,OSLA,RuleBased,1,3,OSLA
1184328952,Azul,0,ACTION_CHOSEN,25,0,2,73,88,,games.azul.actions.TakeTilesAction@21ae80e6,Player 0 takes RED tiles from factory 0 to pattern line 1,games.azul.actions.TakeTilesAction@21ae80e6,,56,,56,games.azul.actions.TakeTilesAction@21ae80e6,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,26,0,2,73,86,games.azul.actions.TakeTilesAction@14a0844,,Player 1 takes YELLOW tiles from factory 4 to pattern line 3,,52,,games.azul.actions.TakeTilesAction@14a0844,52,games.azul.actions.TakeTilesAction@14a0844,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,27,0,2,73,85,,games.azul.actions.TakeTilesAction@14980c3,Player 0 takes YELLOW tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@14980c3,,39,,39,games.azul.actions.TakeTilesAction@14980c3,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,28,0,2,73,83,games.azul.actions.TakeTilesAction@21aefca8,,Player 1 takes RED tiles from factory 2 to pattern line 0,,37,,games.azul.actions.TakeTilesAction@21aefca8,37,games.azul.actions.TakeTilesAction@21aefca8,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,29,0,2,73,82,,games.azul.actions.TakeTilesAction@77fe4faf,Player 0 takes WHITE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@77fe4faf,,22,,22,games.azul.actions.TakeTilesAction@77fe4faf,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,30,0,2,73,79,games.azul.actions.TakeTilesAction@327c6f66,,Player 1 takes BLACK tiles from centre pool to pattern line 1,,15,,games.azul.actions.TakeTilesAction@327c6f66,15,games.azul.actions.TakeTilesAction@327c6f66,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,31,0,2,73,77,,games.azul.actions.TakeTilesAction@21ae7d63,Player 0 takes RED tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@21ae7d63,,13,,13,games.azul.actions.TakeTilesAction@21ae7d63,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,32,0,2,73,76,games.azul.actions.TakeTilesAction@77fed312,,Player 1 takes WHITE tiles from factory 3 to pattern line 2,,7,,games.azul.actions.TakeTilesAction@77fed312,7,games.azul.actions.TakeTilesAction@77fed312,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,33,0,2,73,75,,games.azul.actions.TakeTilesAction@327c02e6,Player 0 takes BLACK tiles from factory 1 to pattern line 4,games.azul.actions.TakeTilesAction@327c02e6,,6,,6,games.azul.actions.TakeTilesAction@327c02e6,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,34,0,2,73,73,games.azul.actions.TakeTilesAction@21aef1e1,,Player 1 takes RED tiles from centre pool to pattern line 4,,3,,games.azul.actions.TakeTilesAction@21aef1e1,3,games.azul.actions.TakeTilesAction@21aef1e1,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,35,0,2,73,72,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,36,0,2,73,72,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,9.0,RuleBased,0.0,4.5,9.0,OSLA,RuleBased,3,7,OSLA
1184328952,Azul,0,ACTION_CHOSEN,37,0,2,73,94,,games.azul.actions.TakeTilesAction@77fe5ad3,Player 0 takes WHITE tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@77fe5ad3,,56,,56,games.azul.actions.TakeTilesAction@77fe5ad3,13.0,RuleBased,5.0,11.5,18.0,OSLA,RuleBased,7,11,OSLA
1184328952,Azul,0,ACTION_CHOSEN,38,0,2,73,92,games.azul.actions.TakeTilesAction@77fed2d4,,Player 1 takes WHITE tiles from factory 3 to pattern line 0,,66,,games.azul.actions.TakeTilesAction@77fed2d4,66,games.azul.actions.TakeTilesAction@77fed2d4,13.0,RuleBased,5.0,11.5,18.0,OSLA,RuleBased,7,11,OSLA
1184328952,Azul,0,ACTION_CHOSEN,39,0,2,73,91,,games.azul.actions.TakeTilesAction@290d19f,Player 0 takes BLUE tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@290d19f,,37,,37,games.azul.actions.TakeTilesAction@290d19f,13.0,RuleBased,5.0,11.5,18.0,OSLA,RuleBased,7,11,OSLA
